2025-04-29 01:11:59,596 - __main__ - INFO - Initializing AlphaZero trainer
2025-04-29 01:11:59,596 - __main__ - INFO - Debug mode: True
2025-04-29 01:11:59,608 - __main__ - INFO - ==================================================
2025-04-29 01:11:59,608 - __main__ - INFO - DETAILED ENVIRONMENT DIMENSIONS ANALYSIS
2025-04-29 01:11:59,608 - __main__ - INFO - ==================================================
2025-04-29 01:11:59,609 - __main__ - INFO - Card feature dimension: 8
2025-04-29 01:11:59,609 - __main__ - INFO - Primary cards shape: (90, 8)
2025-04-29 01:11:59,609 - __main__ - INFO - 
--- State Dimension Breakdown ---
2025-04-29 01:11:59,609 - __main__ - INFO - 1. Card state: 4 levels × 3 cards × 8 features = 96
2025-04-29 01:11:59,610 - __main__ - INFO - 2. Gems: 6 types = 6
2025-04-29 01:11:59,610 - __main__ - INFO - 3. Player state: 6 (gems) + 5 (other) + 8 × 3 cards = 35
2025-04-29 01:11:59,610 - __main__ - INFO - 4. Noble tiles: 5 nobles × 5 features = 25
2025-04-29 01:11:59,610 - __main__ - INFO - 
Total state dimension: 96 + 6 + 35 + 25 = 162
2025-04-29 01:11:59,610 - __main__ - INFO - Action dimension: 88
2025-04-29 01:11:59,610 - __main__ - INFO - 
--- State Dimension Formula ---
2025-04-29 01:11:59,611 - __main__ - INFO - state_dim = (4 × 3 × 8) + 6 + (6 + 5 + 8 × 3) + (5 × 5)
2025-04-29 01:11:59,611 - __main__ - INFO - state_dim = 96 + 6 + 11 + 24 + 25
2025-04-29 01:11:59,611 - __main__ - INFO - state_dim = 120 + 42 = 162
2025-04-29 01:11:59,829 - __main__ - INFO - Using device: cuda
2025-04-29 01:12:00,869 - __main__ - INFO - Environment initialized with state_dim=162, action_dim=88
2025-04-29 01:12:00,870 - __main__ - INFO - Training parameters: lr=0.001, weight_decay=0.0001, batch_size=2048, replay_size=10000, num_simulations=100
2025-04-29 01:12:00,870 - __main__ - INFO - ==================================================
2025-04-29 01:12:00,992 - __main__ - INFO - Loading model from models/alphazero_final.pth
2025-04-29 01:12:00,994 - __main__ - INFO - Loaded model from iteration 6
2025-04-29 01:12:00,996 - __main__ - INFO - Starting AlphaZero training from iteration 7 for 1 iterations
2025-04-29 01:23:24,822 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:24,833 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:24,844 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:24,860 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:24,867 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:24,873 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:24,885 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:24,893 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:24,902 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:24,909 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:24,915 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:24,923 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:24,930 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:24,936 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:24,941 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:24,947 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:24,955 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:24,964 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:24,971 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:24,977 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:24,983 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:24,989 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:24,995 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,001 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,007 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,013 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,020 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,027 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,028 - __main__ - DEBUG - Game 1, Step 930: Player 0 chose action 61
2025-04-29 01:23:25,117 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,239 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,340 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,346 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,353 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,372 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,381 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,388 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,394 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,403 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,411 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,418 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,429 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,437 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,444 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,454 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,460 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,469 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,478 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,484 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,492 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,499 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,506 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,514 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,520 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,526 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,537 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,547 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,554 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,560 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,566 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,572 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,578 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,583 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,587 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,592 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,597 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,603 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,608 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,615 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,620 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,625 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,630 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,635 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,640 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,645 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,650 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,656 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,661 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,666 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,671 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,677 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,681 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,686 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,687 - __main__ - DEBUG - Game 1, Step 931: Player 0 chose action 71
2025-04-29 01:23:25,770 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,775 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,861 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,865 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,869 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,878 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,882 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,886 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,891 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,895 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,900 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,904 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,908 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,913 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,917 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,921 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,926 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,930 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,936 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,940 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,946 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,950 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,953 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,959 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,964 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,968 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,972 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,976 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,981 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,985 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,989 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:25,995 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,000 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,006 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,010 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,015 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,020 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,027 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,032 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,037 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,043 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,048 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,053 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,058 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,066 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,072 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,077 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,082 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,087 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,092 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,098 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,103 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,108 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,113 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,118 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,123 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,129 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,135 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,141 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,147 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,154 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,159 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,165 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,172 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,177 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,183 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,188 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,194 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,199 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,204 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,209 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,214 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,218 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,224 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,230 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,234 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,239 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,243 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,249 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,254 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,258 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,263 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,268 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,273 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,277 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,281 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,285 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,290 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,294 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,298 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,303 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,304 - __main__ - DEBUG - Game 1, Step 932: Player 1 chose action 0
2025-04-29 01:23:26,352 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,354 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,357 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,360 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,362 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,365 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,369 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,371 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,374 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,377 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,381 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,384 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,387 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,390 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,394 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,397 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,401 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,404 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,407 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,410 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,413 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,416 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,419 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,423 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,426 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,429 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,432 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,435 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,438 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,442 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,445 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,448 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,451 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,453 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,456 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,460 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,463 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,467 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,470 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,473 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,476 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,479 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,482 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,485 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,489 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,493 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,496 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,499 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,503 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,507 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,510 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,513 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,516 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,519 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,522 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,526 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,529 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,533 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,536 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,539 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,542 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,545 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,548 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,552 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,555 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,559 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,563 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,567 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,571 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,574 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,577 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,580 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,583 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,587 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,590 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,593 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,596 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,600 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,603 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,606 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,609 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,612 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,616 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,619 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,623 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,626 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,631 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,634 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,637 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,641 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,644 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
2025-04-29 01:23:26,646 - AlphaZero.MCTS - DEBUG - Terminal state reached, reward: 5
